"","CellID","Cell","singler","excluded"
"227","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_C06.out.bam","1227_1_1_C06","MBC",FALSE
"228","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_D15.out.bam","1227_1_1_D15","Undefined",TRUE
"229","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_E05.out.bam","1227_1_1_E05","MBC",FALSE
"230","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_F04.out.bam","1227_1_1_F04","PB",FALSE
"231","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_G08.out.bam","1227_1_1_G08","MBC",FALSE
"232","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_H05.out.bam","1227_1_1_H05","MBC",FALSE
"233","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_H12.out.bam","1227_1_1_H12","MBC",FALSE
"234","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_H18.out.bam","1227_1_1_H18","MBC",FALSE
"235","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_J08.out.bam","1227_1_1_J08","Undefined",TRUE
"236","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_K05.out.bam","1227_1_1_K05","MBC",FALSE
"237","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_K07.out.bam","1227_1_1_K07","MBC",FALSE
"238","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_M19.out.bam","1227_1_1_M19","PB",FALSE
"239","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_N02.out.bam","1227_1_1_N02","PC",FALSE
"240","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_A02.out.bam","1227_1_2_A02","MBC",FALSE
"241","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_A04.out.bam","1227_1_2_A04","PB",FALSE
"242","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_A05.out.bam","1227_1_2_A05","Undefined",TRUE
"243","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_A06.out.bam","1227_1_2_A06","Undefined",TRUE
"244","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_B02.out.bam","1227_1_2_B02","MBC",FALSE
"245","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_B06.out.bam","1227_1_2_B06","MBC",FALSE
"246","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_B07.out.bam","1227_1_2_B07","PB",FALSE
"247","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_B08.out.bam","1227_1_2_B08","PB",FALSE
"248","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_C02.out.bam","1227_1_2_C02","MBC",FALSE
"249","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_C04.out.bam","1227_1_2_C04","PB",FALSE
"250","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_C07.out.bam","1227_1_2_C07","MBC",FALSE
"251","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_D02.out.bam","1227_1_2_D02","MBC",FALSE
"252","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_D03.out.bam","1227_1_2_D03","PC",FALSE
"253","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_D05.out.bam","1227_1_2_D05","MBC",FALSE
"254","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_D07.out.bam","1227_1_2_D07","Undefined",TRUE
"255","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_E01.out.bam","1227_1_2_E01","Undefined",TRUE
"256","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_E02.out.bam","1227_1_2_E02","PB",FALSE
"257","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_E03.out.bam","1227_1_2_E03","PC",FALSE
"258","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_E06.out.bam","1227_1_2_E06","MBC",FALSE
"259","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_F01.out.bam","1227_1_2_F01","MBC",FALSE
"260","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_F02.out.bam","1227_1_2_F02","MBC",FALSE
"261","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_F07.out.bam","1227_1_2_F07","MBC",FALSE
"262","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_G07.out.bam","1227_1_2_G07","MBC",FALSE
"263","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_H01.out.bam","1227_1_2_H01","MBC",FALSE
"264","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_H03.out.bam","1227_1_2_H03","MBC",FALSE
"265","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_H05.out.bam","1227_1_2_H05","PC",FALSE
"266","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_H07.out.bam","1227_1_2_H07","PB",FALSE
"267","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_H08.out.bam","1227_1_2_H08","PB",FALSE
"268","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_I03.out.bam","1227_1_2_I03","PC",FALSE
"269","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_I05.out.bam","1227_1_2_I05","PC",FALSE
"270","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_I06.out.bam","1227_1_2_I06","MBC",FALSE
"271","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_I07.out.bam","1227_1_2_I07","PB",FALSE
"272","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_I08.out.bam","1227_1_2_I08","PB",FALSE
"273","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_J01.out.bam","1227_1_2_J01","PB",FALSE
"274","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_J02.out.bam","1227_1_2_J02","MBC",FALSE
"275","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_J04.out.bam","1227_1_2_J04","PC",FALSE
"276","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_J05.out.bam","1227_1_2_J05","PB",FALSE
"277","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_J08.out.bam","1227_1_2_J08","Undefined",TRUE
"278","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_K01.out.bam","1227_1_2_K01","Undefined",TRUE
"279","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_K02.out.bam","1227_1_2_K02","PB",FALSE
"280","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_K03.out.bam","1227_1_2_K03","PC",FALSE
"281","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_K05.out.bam","1227_1_2_K05","PC",FALSE
"282","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_K07.out.bam","1227_1_2_K07","MBC",FALSE
"283","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_L01.out.bam","1227_1_2_L01","Undefined",TRUE
"284","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_L02.out.bam","1227_1_2_L02","PC",FALSE
"285","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_L03.out.bam","1227_1_2_L03","MBC",FALSE
"286","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_L04.out.bam","1227_1_2_L04","PC",FALSE
"287","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_L07.out.bam","1227_1_2_L07","PB",FALSE
"288","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_M02.out.bam","1227_1_2_M02","MBC",FALSE
"289","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_M04.out.bam","1227_1_2_M04","PB",FALSE
"290","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_M07.out.bam","1227_1_2_M07","MBC",FALSE
"291","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_M08.out.bam","1227_1_2_M08","PB",FALSE
