"","SampleID","MUX_ID","MUX_name","Patient","Visit","Celltype","Plate","WellPos","SeqTechnique","DENVspecificity","ClusterID","Isotype"
"RHB3137","RHB3137","MUX4516","RNA0150L1","LNA006","V2","PB","P1",30,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB3138","RHB3138","MUX4516","RNA0150L1","LNA006","V2","PB","P1",31,"smartseq","0","cluster1_2_4","IgG"
"RHB3139","RHB3139","MUX4516","RNA0150L1","LNA006","V2","PB","P1",32,"smartseq","1","cluster1_2_4","IgG"
"RHB3140","RHB3140","MUX4516","RNA0150L1","LNA006","V2","PB","P1",33,"smartseq","nd","cluster1_2_4","IgA"
"RHB3141","RHB3141","MUX4516","RNA0150L1","LNA006","V2","PB","P1",34,"smartseq","0","cluster_3","IgA"
"RHB3142","RHB3142","MUX4516","RNA0150L1","LNA006","V2","PB","P1",35,"smartseq","nd","cluster1_2_4","IgG"
"RHB3143","RHB3143","MUX4516","RNA0150L1","LNA006","V2","PB","P1",36,"smartseq","nd","cluster1_2_4","IgA"
"RHB3144","RHB3144","MUX4516","RNA0150L1","LNA006","V2","PB","P1",37,"smartseq","nd","cluster1_2_4","IgG"
"RHB3145","RHB3145","MUX4516","RNA0150L1","LNA006","V2","PB","P1",38,"smartseq","nd","cluster1_2_4","IgA"
"RHB3146","RHB3146","MUX4516","RNA0150L1","LNA006","V2","PB","P1",39,"smartseq","nd","cluster1_2_4","IgG"
"RHB3147","RHB3147","MUX4516","RNA0150L1","LNA006","V2","PB","P1",40,"smartseq","nd","cluster1_2_4","IgG"
"RHB3148","RHB3148","MUX4516","RNA0150L1","LNA006","V2","PB","P1",41,"smartseq","nd","cluster1_2_4","IgG"
"RHB3149","RHB3149","MUX4516","RNA0150L1","LNA006","V2","PB","P1",42,"smartseq","nd","cluster1_2_4","IgG"
"RHB3150","RHB3150","MUX4516","RNA0150L1","LNA006","V2","PB","P1",43,"smartseq","nd","cluster1_2_4","IgM"
"RHB3151","RHB3151","MUX4516","RNA0150L1","LNA006","V2","PB","P1",44,"smartseq","nd","cluster1_2_4","IgM"
"RHB3152","RHB3152","MUX4516","RNA0150L1","LNA006","V2","PB","P1",45,"smartseq","nd","cluster1_2_4","IgA"
"RHB3153","RHB3153","MUX4516","RNA0150L1","LNA006","V2","PB","P1",46,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB3154","RHB3154","MUX4516","RNA0150L1","LNA006","V2","PB","P1",47,"smartseq","nd","cluster_3","no_isotype"
"RHB3155","RHB3155","MUX4516","RNA0150L1","LNA006","V2","PB","P1",48,"smartseq","nd","cluster1_2_4","IgM"
"RHB3156","RHB3156","MUX4516","RNA0150L1","LNA006","V2","PB","P1",49,"smartseq","nd","cluster_3","IgG"
"RHB3157","RHB3157","MUX4516","RNA0150L1","LNA006","V2","PB","P1",50,"smartseq","nd","cluster1_2_4","IgG"
"RHB3158","RHB3158","MUX4516","RNA0150L1","LNA006","V2","PB","P1",51,"smartseq","nd","cluster1_2_4","IgG"
"RHB3159","RHB3159","MUX4516","RNA0150L1","LNA006","V2","PB","P1",52,"smartseq","nd","cluster1_2_4","IgG"
"RHB3160","RHB3160","MUX4516","RNA0150L1","LNA006","V2","PB","P1",53,"smartseq","nd","cluster1_2_4","IgG"
"RHB3161","RHB3161","MUX4516","RNA0150L1","LNA006","V2","PB","P1",54,"smartseq","nd","cluster1_2_4","IgA"
"RHB3162","RHB3162","MUX4516","RNA0150L1","LNA006","V2","PB","P1",55,"smartseq","nd","cluster1_2_4","IgG"
"RHB3163","RHB3163","MUX4516","RNA0150L1","LNA006","V2","PB","P1",56,"smartseq","nd","cluster1_2_4","IgG"
"RHB3164","RHB3164","MUX4516","RNA0150L1","LNA006","V2","PB","P1",57,"smartseq","nd","cluster1_2_4","IgM"
"RHB3165","RHB3165","MUX4516","RNA0150L1","LNA006","V2","PB","P1",58,"smartseq","nd","cluster1_2_4","IgG"
"RHB3166","RHB3166","MUX4516","RNA0150L1","LNA006","V2","PB","P1",59,"smartseq","nd","cluster1_2_4","IgA"
"RHB3167","RHB3167","MUX4516","RNA0150L1","LNA006","V2","PB","P1",60,"smartseq","nd","cluster1_2_4","IgA"
"RHB3168","RHB3168","MUX4516","RNA0150L1","LNA006","V2","PB","P1",61,"smartseq","nd","cluster1_2_4","IgG"
"RHB3169","RHB3169","MUX4516","RNA0150L1","LNA006","V2","PB","P1",62,"smartseq","nd","cluster1_2_4","IgG"
"RHB3170","RHB3170","MUX4516","RNA0150L1","LNA006","V2","PB","P1",63,"smartseq","nd","cluster1_2_4","IgM"
"RHB3171","RHB3171","MUX4516","RNA0150L1","LNA006","V2","PB","P1",64,"smartseq","nd","cluster1_2_4","IgG"
"RHB3172","RHB3172","MUX4516","RNA0150L1","LNA006","V2","PB","P1",65,"smartseq","nd","cluster1_2_4","IgA"
"RHB3173","RHB3173","MUX4516","RNA0150L1","LNA006","V2","PB","P1",66,"smartseq","nd","cluster1_2_4","IgM"
"RHB3174","RHB3174","MUX4516","RNA0150L1","LNA006","V2","PB","P1",67,"smartseq","nd","cluster1_2_4","IgM"
"RHB3175","RHB3175","MUX4516","RNA0150L1","LNA006","V2","PB","P1",68,"smartseq","nd","cluster1_2_4","IgG"
"RHB3176","RHB3176","MUX4516","RNA0150L1","LNA006","V2","PB","P1",70,"smartseq","nd","cluster1_2_4","IgM"
"RHB3177","RHB3177","MUX4516","RNA0150L1","LNA006","V2","PB","P1",71,"smartseq","nd","cluster1_2_4","IgG"
"RHB3178","RHB3178","MUX4516","RNA0150L1","LNA006","V2","PB","P1",72,"smartseq","0","cluster1_2_4","IgG"
"RHB3179","RHB3179","MUX4516","RNA0150L1","LNA006","V2","PB","P1",73,"smartseq","nd","cluster1_2_4","IgA"
"RHB3180","RHB3180","MUX4516","RNA0150L1","LNA006","V2","PB","P1",74,"smartseq","1","cluster1_2_4","IgG"
"RHB3181","RHB3181","MUX4516","RNA0150L1","LNA006","V2","PB","P1",76,"smartseq","nd","cluster1_2_4","IgG"
"RHB3182","RHB3182","MUX4516","RNA0150L1","LNA006","V2","PB","P1",77,"smartseq","nd","cluster1_2_4","IgA"
"RHB3183","RHB3183","MUX4516","RNA0150L1","LNA006","V2","PB","P1",78,"smartseq","nd","cluster1_2_4","IgA"
"RHB3184","RHB3184","MUX4516","RNA0150L1","LNA006","V2","PB","P1",79,"smartseq","nd","cluster1_2_4","IgM"
"RHB3185","RHB3185","MUX4516","RNA0150L1","LNA006","V2","PB","P1",80,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB3186","RHB3186","MUX4516","RNA0150L1","LNA006","V2","PB","P1",81,"smartseq","nd","cluster1_2_4","IgG"
"RHB3187","RHB3187","MUX4516","RNA0150L1","LNA006","V2","PB","P1",82,"smartseq","1","cluster1_2_4","IgG"
"RHB3188","RHB3188","MUX4516","RNA0150L1","LNA006","V2","PB","P1",83,"smartseq","0","cluster1_2_4","IgG"
"RHB3189","RHB3189","MUX4516","RNA0150L1","LNA006","V2","PB","P1",84,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB3190","RHB3190","MUX4516","RNA0150L1","LNA006","V2","PB","P1",85,"smartseq","nd","cluster_3","IgG"
"RHB3191","RHB3191","MUX4516","RNA0150L1","LNA006","V2","PB","P1",86,"smartseq","nd","cluster1_2_4","IgG"
"RHB3192","RHB3192","MUX4516","RNA0150L1","LNA006","V2","PB","P1",87,"smartseq","nd","cluster1_2_4","IgG"
"RHB3193","RHB3193","MUX4516","RNA0150L1","LNA006","V2","PB","P1",89,"smartseq","nd","cluster1_2_4","IgG"
"RHB3194","RHB3194","MUX4516","RNA0150L1","LNA006","V2","PB","P1",90,"smartseq","nd","cluster_3","IgG"
"RHB3195","RHB3195","MUX4516","RNA0150L1","LNA006","V2","PB","P1",91,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB3196","RHB3196","MUX4516","RNA0150L1","LNA006","V2","PB","P1",92,"smartseq","nd","cluster1_2_4","IgG"
"RHB3197","RHB3197","MUX4516","RNA0150L1","LNA006","V2","PB","P1",93,"smartseq","nd","cluster1_2_4","IgA"
"RHB3198","RHB3198","MUX4516","RNA0150L1","LNA006","V2","PB","P1",94,"smartseq","0","cluster1_2_4","IgG"
"RHB3199","RHB3199","MUX4516","RNA0150L1","LNA006","V2","PB","P1",95,"smartseq","1","cluster1_2_4","IgG"
"RHB3200","RHB3200","MUX4516","RNA0150L1","LNA006","V2","PB","P1",96,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB3201","RHB3201","MUX4516","RNA0150L1","LNA006","V2","PB","P2",1,"smartseq","nd","cluster1_2_4","IgG"
"RHB3202","RHB3202","MUX4516","RNA0150L1","LNA006","V2","PB","P2",3,"smartseq","nd","cluster1_2_4","IgG"
"RHB3203","RHB3203","MUX4516","RNA0150L1","LNA006","V2","PB","P2",4,"smartseq","nd","cluster1_2_4","IgM"
"RHB3204","RHB3204","MUX4516","RNA0150L1","LNA006","V2","PB","P2",5,"smartseq","nd","cluster_3","IgG"
"RHB3205","RHB3205","MUX4516","RNA0150L1","LNA006","V2","PB","P2",6,"smartseq","nd","cluster1_2_4","IgA"
"RHB3206","RHB3206","MUX4516","RNA0150L1","LNA006","V2","PB","P2",7,"smartseq","nd","cluster_3","IgG"
"RHB3207","RHB3207","MUX4516","RNA0150L1","LNA006","V2","PB","P2",8,"smartseq","nd","cluster1_2_4","IgG"
"RHB3208","RHB3208","MUX4516","RNA0150L1","LNA006","V2","PB","P2",9,"smartseq","1","cluster1_2_4","IgG"
"RHB3209","RHB3209","MUX4516","RNA0150L1","LNA006","V2","PB","P2",10,"smartseq","0","cluster1_2_4","IgG"
"RHB3210","RHB3210","MUX4516","RNA0150L1","LNA006","V2","PB","P2",11,"smartseq","0","cluster1_2_4","IgG"
