"","SampleID","MUX_ID","MUX_name","Patient","Visit","Celltype","Plate","WellPos","SeqTechnique","DENVspecificity","ClusterID","Isotype"
"RHB4763","RHB4763","MUX5106","RNA0159L2","LNA018","V1","PB","P1",15,"smartseq","nd","cluster1_2_4","IgA"
"RHB4764","RHB4764","MUX5106","RNA0159L2","LNA018","V1","PB","P1",16,"smartseq","nd","cluster1_2_4","IgA"
"RHB4765","RHB4765","MUX5106","RNA0159L2","LNA018","V1","PB","P1",17,"smartseq","nd","cluster1_2_4","IgA"
"RHB4766","RHB4766","MUX5106","RNA0159L2","LNA018","V1","PB","P1",18,"smartseq","nd","cluster1_2_4","IgG"
"RHB4767","RHB4767","MUX5106","RNA0159L2","LNA018","V1","PB","P1",19,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB4768","RHB4768","MUX5106","RNA0159L2","LNA018","V1","PB","P1",20,"smartseq","nd","cluster1_2_4","IgG"
"RHB4769","RHB4769","MUX5106","RNA0159L2","LNA018","V1","PB","P1",21,"smartseq","nd","cluster1_2_4","IgG"
"RHB4770","RHB4770","MUX5106","RNA0159L2","LNA018","V1","PB","P1",22,"smartseq","nd","cluster1_2_4","IgG"
"RHB4771","RHB4771","MUX5106","RNA0159L2","LNA018","V1","PB","P1",23,"smartseq","nd","cluster_3","IgG"
"RHB4772","RHB4772","MUX5106","RNA0159L2","LNA018","V1","PB","P1",24,"smartseq","nd","cluster1_2_4","IgG"
"RHB4773","RHB4773","MUX5106","RNA0159L2","LNA018","V1","PB","P1",25,"smartseq","nd","cluster1_2_4","IgG"
"RHB4774","RHB4774","MUX5106","RNA0159L2","LNA018","V1","PB","P1",26,"smartseq","nd","cluster_3","IgG"
"RHB4775","RHB4775","MUX5106","RNA0159L2","LNA018","V1","PB","P1",28,"smartseq","nd","cluster1_2_4","IgG"
"RHB4776","RHB4776","MUX5106","RNA0159L2","LNA018","V1","PB","P1",29,"smartseq","nd","cluster1_2_4","IgA"
"RHB4777","RHB4777","MUX5106","RNA0159L2","LNA018","V1","PB","P1",30,"smartseq","nd","cluster1_2_4","IgA"
"RHB4778","RHB4778","MUX5106","RNA0159L2","LNA018","V1","PB","P1",31,"smartseq","nd","cluster1_2_4","IgG"
"RHB4779","RHB4779","MUX5106","RNA0159L2","LNA018","V1","PB","P1",32,"smartseq","nd","cluster1_2_4","IgG"
"RHB4780","RHB4780","MUX5106","RNA0159L2","LNA018","V1","PB","P1",33,"smartseq","nd","cluster_3","IgA"
"RHB4781","RHB4781","MUX5106","RNA0159L2","LNA018","V1","PB","P1",34,"smartseq","nd","cluster1_2_4","IgG"
"RHB4782","RHB4782","MUX5106","RNA0159L2","LNA018","V1","PB","P1",35,"smartseq","nd","cluster1_2_4","IgG"
"RHB4783","RHB4783","MUX5106","RNA0159L2","LNA018","V1","PB","P1",36,"smartseq","nd","cluster1_2_4","IgA"
"RHB4784","RHB4784","MUX5106","RNA0159L2","LNA018","V1","PB","P1",37,"smartseq","nd","cluster1_2_4","IgA"
"RHB4785","RHB4785","MUX5106","RNA0159L2","LNA018","V1","PB","P1",38,"smartseq","nd","cluster1_2_4","IgG"
"RHB4786","RHB4786","MUX5106","RNA0159L2","LNA018","V1","PB","P1",39,"smartseq","nd","cluster1_2_4","IgG"
"RHB4787","RHB4787","MUX5106","RNA0159L2","LNA018","V1","PB","P1",40,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB4788","RHB4788","MUX5106","RNA0159L2","LNA018","V1","PB","P1",41,"smartseq","nd","cluster1_2_4","IgA"
"RHB4789","RHB4789","MUX5106","RNA0159L2","LNA018","V1","PB","P1",42,"smartseq","nd","cluster1_2_4","IgG"
"RHB4790","RHB4790","MUX5106","RNA0159L2","LNA018","V1","PB","P1",43,"smartseq","nd","cluster1_2_4","IgG"
"RHB4791","RHB4791","MUX5106","RNA0159L2","LNA018","V1","PB","P1",44,"smartseq","nd","cluster1_2_4","IgA"
"RHB4792","RHB4792","MUX5106","RNA0159L2","LNA018","V1","PB","P1",45,"smartseq","nd","cluster_3","IgA"
"RHB4793","RHB4793","MUX5106","RNA0159L2","LNA018","V1","PB","P1",46,"smartseq","nd","cluster_3","IgG"
"RHB4794","RHB4794","MUX5106","RNA0159L2","LNA018","V1","PB","P1",47,"smartseq","nd","cluster1_2_4","IgG"
"RHB4795","RHB4795","MUX5106","RNA0159L2","LNA018","V1","PB","P1",48,"smartseq","nd","cluster1_2_4","IgM"
"RHB4796","RHB4796","MUX5106","RNA0159L2","LNA018","V1","PB","P1",49,"smartseq","nd","cluster1_2_4","IgA"
"RHB4797","RHB4797","MUX5106","RNA0159L2","LNA018","V1","PB","P1",50,"smartseq","nd","cluster1_2_4","IgG"
"RHB4798","RHB4798","MUX5106","RNA0159L2","LNA018","V1","PB","P1",51,"smartseq","nd","cluster1_2_4","IgA"
"RHB4799","RHB4799","MUX5106","RNA0159L2","LNA018","V1","PB","P1",52,"smartseq","nd","cluster1_2_4","IgA"
"RHB4800","RHB4800","MUX5106","RNA0159L2","LNA018","V1","PB","P1",53,"smartseq","nd","cluster1_2_4","IgA"
"RHB4801","RHB4801","MUX5106","RNA0159L2","LNA018","V1","PB","P1",54,"smartseq","nd","cluster1_2_4","IgG"
"RHB4802","RHB4802","MUX5106","RNA0159L2","LNA018","V1","PB","P1",55,"smartseq","nd","cluster_3","IgA"
"RHB4803","RHB4803","MUX5106","RNA0159L2","LNA018","V1","PB","P1",56,"smartseq","nd","cluster_3","IgA"
"RHB4804","RHB4804","MUX5106","RNA0159L2","LNA018","V1","PB","P1",57,"smartseq","nd","cluster1_2_4","IgA"
"RHB4805","RHB4805","MUX5106","RNA0159L2","LNA018","V1","PB","P1",59,"smartseq","nd","cluster1_2_4","IgA"
"RHB4806","RHB4806","MUX5106","RNA0159L2","LNA018","V1","PB","P1",61,"smartseq","nd","cluster_3","IgA"
"RHB4807","RHB4807","MUX5106","RNA0159L2","LNA018","V1","PB","P1",62,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB4808","RHB4808","MUX5106","RNA0159L2","LNA018","V1","PB","P1",63,"smartseq","nd","cluster1_2_4","IgA"
"RHB4809","RHB4809","MUX5106","RNA0159L2","LNA018","V1","PB","P1",64,"smartseq","nd","cluster1_2_4","IgA"
"RHB4810","RHB4810","MUX5106","RNA0159L2","LNA018","V1","PB","P1",65,"smartseq","nd","cluster1_2_4","IgG"
"RHB4811","RHB4811","MUX5106","RNA0159L2","LNA018","V1","PB","P1",66,"smartseq","nd","cluster1_2_4","IgG"
"RHB4812","RHB4812","MUX5106","RNA0159L2","LNA018","V1","PB","P1",67,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB4813","RHB4813","MUX5106","RNA0159L2","LNA018","V1","PB","P1",68,"smartseq","nd","cluster_3","IgA"
"RHB4814","RHB4814","MUX5106","RNA0159L2","LNA018","V1","PB","P1",69,"smartseq","nd","cluster1_2_4","IgM"
"RHB4815","RHB4815","MUX5106","RNA0159L2","LNA018","V1","PB","P1",70,"smartseq","nd","cluster1_2_4","IgG"
"RHB4816","RHB4816","MUX5106","RNA0159L2","LNA018","V1","PB","P1",71,"smartseq","nd","cluster1_2_4","IgG"
"RHB4817","RHB4817","MUX5106","RNA0159L2","LNA018","V1","PB","P1",72,"smartseq","nd","cluster1_2_4","IgG"
"RHB4818","RHB4818","MUX5106","RNA0159L2","LNA018","V1","PB","P1",73,"smartseq","nd","cluster1_2_4","IgA"
"RHB4819","RHB4819","MUX5106","RNA0159L2","LNA018","V1","PB","P1",74,"smartseq","nd","cluster1_2_4","IgA"
"RHB4820","RHB4820","MUX5106","RNA0159L2","LNA018","V1","PB","P1",75,"smartseq","nd","cluster1_2_4","IgM"
"RHB4821","RHB4821","MUX5106","RNA0159L2","LNA018","V1","PB","P1",76,"smartseq","nd","cluster1_2_4","IgA"
"RHB4822","RHB4822","MUX5106","RNA0159L2","LNA018","V2","PB","P1",1,"smartseq","nd","cluster1_2_4","IgG"
"RHB4823","RHB4823","MUX5106","RNA0159L2","LNA018","V2","PB","P1",2,"smartseq","nd","cluster1_2_4","IgA"
"RHB4824","RHB4824","MUX5106","RNA0159L2","LNA018","V2","PB","P1",3,"smartseq","nd","cluster_3","IgG"
"RHB4825","RHB4825","MUX5106","RNA0159L2","LNA018","V2","PB","P1",4,"smartseq","1","cluster1_2_4","IgG"
"RHB4826","RHB4826","MUX5106","RNA0159L2","LNA018","V2","PB","P1",5,"smartseq","nd","cluster1_2_4","IgA"
"RHB4827","RHB4827","MUX5106","RNA0159L2","LNA018","V2","PB","P1",6,"smartseq","nd","cluster1_2_4","IgA"
"RHB4828","RHB4828","MUX5106","RNA0159L2","LNA018","V2","PB","P1",7,"smartseq","1","cluster1_2_4","IgG"
"RHB4829","RHB4829","MUX5106","RNA0159L2","LNA018","V2","PB","P1",8,"smartseq","1","cluster1_2_4","IgG"
"RHB4830","RHB4830","MUX5106","RNA0159L2","LNA018","V2","PB","P1",9,"smartseq","nd","cluster1_2_4","IgA"
"RHB4831","RHB4831","MUX5106","RNA0159L2","LNA018","V2","PB","P1",10,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB4832","RHB4832","MUX5106","RNA0159L2","LNA018","V2","PB","P1",11,"smartseq","nd","cluster1_2_4","IgA"
"RHB4833","RHB4833","MUX5106","RNA0159L2","LNA018","V2","PB","P1",12,"smartseq","nd","cluster1_2_4","IgA"
"RHB4834","RHB4834","MUX5106","RNA0159L2","LNA018","V2","PB","P1",13,"smartseq","nd","cluster1_2_4","IgA"
"RHB4835","RHB4835","MUX5106","RNA0159L2","LNA018","V2","PB","P1",14,"smartseq","1","cluster1_2_4","IgG"
"RHB4836","RHB4836","MUX5106","RNA0159L2","LNA018","V2","PB","P1",15,"smartseq","nd","cluster1_2_4","IgA"
"RHB4837","RHB4837","MUX5106","RNA0159L2","LNA018","V2","PB","P1",16,"smartseq","1","cluster1_2_4","IgG"
"RHB4838","RHB4838","MUX5106","RNA0159L2","LNA018","V2","PB","P1",17,"smartseq","1","cluster1_2_4","IgG"
"RHB4839","RHB4839","MUX5106","RNA0159L2","LNA018","V2","PB","P1",18,"smartseq","nd","cluster_3","IgG"
"RHB5010","RHB5010","MUX5159","RNA0159L4","LNA036","V2","PB","P1",53,"smartseq","0","cluster1_2_4","IgG"
"RHB5011","RHB5011","MUX5159","RNA0159L4","LNA036","V2","PB","P1",54,"smartseq","0","cluster1_2_4","IgG"
"RHB5012","RHB5012","MUX5159","RNA0159L4","LNA036","V2","PB","P1",55,"smartseq","1","cluster1_2_4","IgG"
"RHB5013","RHB5013","MUX5159","RNA0159L4","LNA036","V2","PB","P1",56,"smartseq","nd","cluster1_2_4","IgG"
"RHB5014","RHB5014","MUX5159","RNA0159L4","LNA036","V2","PB","P1",57,"smartseq","1","cluster1_2_4","IgG"
"RHB5015","RHB5015","MUX5159","RNA0159L4","LNA036","V2","PB","P1",58,"smartseq","1","cluster1_2_4","IgG"
"RHB5016","RHB5016","MUX5159","RNA0159L4","LNA036","V2","PB","P1",59,"smartseq","1","cluster1_2_4","IgG"
"RHB5017","RHB5017","MUX5159","RNA0159L4","LNA036","V2","PB","P1",60,"smartseq","nd","cluster1_2_4","IgA"
"RHB5018","RHB5018","MUX5159","RNA0159L4","LNA036","V2","PB","P1",61,"smartseq","nd","cluster1_2_4","IgG"
"RHB5019","RHB5019","MUX5159","RNA0159L4","LNA036","V2","PB","P1",62,"smartseq","nd","cluster1_2_4","IgG"
"RHB5020","RHB5020","MUX5159","RNA0159L4","LNA036","V2","PB","P1",63,"smartseq","nd","cluster1_2_4","IgG"
"RHB5021","RHB5021","MUX5159","RNA0159L4","LNA036","V2","PB","P1",64,"smartseq","0","cluster1_2_4","IgG"
"RHB5022","RHB5022","MUX5159","RNA0159L4","LNA036","V2","PB","P1",65,"smartseq","nd","cluster1_2_4","IgA"
"RHB5023","RHB5023","MUX5159","RNA0159L4","LNA036","V2","PB","P1",66,"smartseq","nd","cluster1_2_4","IgG"
"RHB5024","RHB5024","MUX5159","RNA0159L4","LNA036","V2","PB","P1",67,"smartseq","1","cluster1_2_4","IgG"
"RHB5025","RHB5025","MUX5159","RNA0159L4","LNA036","V2","PB","P1",68,"smartseq","1","cluster1_2_4","IgG"
"RHB5026","RHB5026","MUX5159","RNA0159L4","LNA036","V2","PB","P1",69,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB5027","RHB5027","MUX5159","RNA0159L4","LNA036","V2","PB","P1",70,"smartseq","nd","cluster1_2_4","IgG"
"RHB5028","RHB5028","MUX5159","RNA0159L4","LNA036","V2","PB","P1",71,"smartseq","1","cluster1_2_4","IgG"
"RHB5029","RHB5029","MUX5159","RNA0159L4","LNA036","V2","PB","P1",72,"smartseq","nd","cluster1_2_4","IgG"
"RHB5030","RHB5030","MUX5159","RNA0159L4","LNA036","V2","PB","P1",73,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB5031","RHB5031","MUX5159","RNA0159L4","LNA036","V2","PB","P1",74,"smartseq","nd","cluster1_2_4","IgA"
"RHB5032","RHB5032","MUX5159","RNA0159L4","LNA036","V2","PB","P1",75,"smartseq","nd","cluster1_2_4","IgG"
"RHB5033","RHB5033","MUX5159","RNA0159L4","LNA036","V2","PB","P1",76,"smartseq","1","cluster1_2_4","IgG"
"RHB5034","RHB5034","MUX5159","RNA0159L4","LNA036","V2","PB","P1",77,"smartseq","1","cluster_3","IgG"
"RHB5035","RHB5035","MUX5159","RNA0159L4","LNA036","V2","PB","P1",78,"smartseq","nd","cluster1_2_4","IgG"
"RHB5036","RHB5036","MUX5159","RNA0159L4","LNA036","V2","PB","P1",79,"smartseq","1","cluster1_2_4","IgG"
"RHB5037","RHB5037","MUX5159","RNA0159L4","LNA036","V2","PB","P1",80,"smartseq","1","cluster1_2_4","IgG"
"RHB5038","RHB5038","MUX5159","RNA0159L4","LNA036","V2","PB","P1",81,"smartseq","nd","cluster1_2_4","IgG"
"RHB5039","RHB5039","MUX5159","RNA0159L4","LNA036","V2","PB","P1",82,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB5040","RHB5040","MUX5159","RNA0159L4","LNA036","V2","PB","P1",83,"smartseq","nd","cluster1_2_4","IgA"
"RHB5041","RHB5041","MUX5159","RNA0159L4","LNA036","V2","PB","P1",84,"smartseq","nd","cluster1_2_4","IgG"
"RHB5042","RHB5042","MUX5159","RNA0159L4","LNA036","V2","PB","P1",85,"smartseq","nd","cluster1_2_4","IgG"
"RHB5043","RHB5043","MUX5159","RNA0159L4","LNA036","V2","PB","P1",86,"smartseq","1","cluster_3","IgG"
"RHB5044","RHB5044","MUX5159","RNA0159L4","LNA036","V2","PB","P1",87,"smartseq","nd","cluster1_2_4","IgG"
"RHB5045","RHB5045","MUX5159","RNA0159L4","LNA036","V2","PB","P1",88,"smartseq","nd","cluster1_2_4","IgG"
"RHB5046","RHB5046","MUX5159","RNA0159L4","LNA036","V2","PB","P1",89,"smartseq","nd","cluster1_2_4","IgG"
"RHB5047","RHB5047","MUX5159","RNA0159L4","LNA036","V2","PB","P1",90,"smartseq","1","cluster1_2_4","IgG"
"RHB5048","RHB5048","MUX5159","RNA0159L4","LNA036","V2","PB","P1",91,"smartseq","1","cluster1_2_4","IgG"
"RHB5049","RHB5049","MUX5159","RNA0159L4","LNA036","V2","PB","P1",92,"smartseq","nd","cluster1_2_4","IgG"
"RHB5050","RHB5050","MUX5159","RNA0159L4","LNA036","V2","PB","P1",93,"smartseq","nd","cluster1_2_4","IgG"
"RHB5051","RHB5051","MUX5159","RNA0159L4","LNA036","V2","PB","P1",94,"smartseq","1","cluster_3","IgG"
"RHB5052","RHB5052","MUX5159","RNA0159L4","LNA036","V2","PB","P1",95,"smartseq","0","cluster1_2_4","IgG"
"RHB5053","RHB5053","MUX5159","RNA0159L4","LNA036","V2","PB","P1",96,"smartseq","1","cluster_3","IgG"
"RHB5165","RHB5165","MUX5159","RNA0150L5","LNA006","V2","PB","S2",13,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB5166","RHB5166","MUX5159","RNA0150L5","LNA006","V2","PB","S2",14,"smartseq","nd","cluster1_2_4","IgG"
"RHB5167","RHB5167","MUX5159","RNA0150L5","LNA006","V2","PB","S2",15,"smartseq","nd","cluster1_2_4","IgG"
"RHB5168","RHB5168","MUX5159","RNA0150L5","LNA006","V2","PB","S2",16,"smartseq","nd","cluster1_2_4","IgM"
"RHB5169","RHB5169","MUX5159","RNA0150L5","LNA006","V2","PB","S2",23,"smartseq","nd","cluster1_2_4","IgA"
"RHB5179","RHB5179","MUX5159","RNA0150L5","LNA002","V2","PB","S1",14,"smartseq","nd","cluster1_2_4","IgA"
"RHB5434","RHB5434","MUX5590","RNA0159L6","LNA036","V2","PB","P1",1,"smartseq","nd","cluster_3","IgG"
"RHB5435","RHB5435","MUX5590","RNA0159L6","LNA036","V2","PB","P1",2,"smartseq","nd","cluster1_2_4","IgA"
"RHB5436","RHB5436","MUX5590","RNA0159L6","LNA036","V2","PB","P1",3,"smartseq","nd","cluster1_2_4","IgG"
"RHB5437","RHB5437","MUX5590","RNA0159L6","LNA036","V2","PB","P1",4,"smartseq","1","cluster1_2_4","IgG"
"RHB5438","RHB5438","MUX5590","RNA0159L6","LNA036","V2","PB","P1",5,"smartseq","nd","cluster1_2_4","IgG"
"RHB5439","RHB5439","MUX5590","RNA0159L6","LNA036","V2","PB","P1",6,"smartseq","nd","cluster1_2_4","IgG"
"RHB5440","RHB5440","MUX5590","RNA0159L6","LNA036","V2","PB","P1",7,"smartseq","nd","cluster1_2_4","IgG"
"RHB5441","RHB5441","MUX5590","RNA0159L6","LNA036","V2","PB","P1",8,"smartseq","nd","cluster1_2_4","IgG"
"RHB5442","RHB5442","MUX5590","RNA0159L6","LNA036","V2","PB","P1",9,"smartseq","nd","cluster1_2_4","IgG"
"RHB5443","RHB5443","MUX5590","RNA0159L6","LNA036","V2","PB","P1",10,"smartseq","nd","cluster1_2_4","IgG"
"RHB5444","RHB5444","MUX5590","RNA0159L6","LNA036","V2","PB","P1",11,"smartseq","nd","cluster1_2_4","IgG"
"RHB5445","RHB5445","MUX5590","RNA0159L6","LNA036","V2","PB","P1",12,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB5446","RHB5446","MUX5590","RNA0159L6","LNA036","V2","PB","P1",13,"smartseq","nd","cluster1_2_4","IgG"
"RHB5447","RHB5447","MUX5590","RNA0159L6","LNA036","V2","PB","P1",14,"smartseq","nd","cluster_3","IgG"
"RHB5448","RHB5448","MUX5590","RNA0159L6","LNA036","V2","PB","P1",15,"smartseq","nd","cluster1_2_4","IgG"
"RHB5449","RHB5449","MUX5590","RNA0159L6","LNA036","V2","PB","P1",16,"smartseq","nd","cluster1_2_4","IgG"
"RHB5450","RHB5450","MUX5590","RNA0159L6","LNA036","V2","PB","P1",17,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB5451","RHB5451","MUX5590","RNA0159L6","LNA036","V2","PB","P1",18,"smartseq","nd","cluster1_2_4","IgG"
"RHB5452","RHB5452","MUX5590","RNA0159L6","LNA036","V2","PB","P1",19,"smartseq","nd","cluster1_2_4","IgG"
"RHB5453","RHB5453","MUX5590","RNA0159L6","LNA036","V2","PB","P1",20,"smartseq","nd","cluster1_2_4","IgG"
"RHB5454","RHB5454","MUX5590","RNA0159L6","LNA036","V2","PB","P1",21,"smartseq","nd","cluster1_2_4","IgG"
"RHB5455","RHB5455","MUX5590","RNA0159L6","LNA036","V2","PB","P1",22,"smartseq","0","cluster1_2_4","IgG"
"RHB5456","RHB5456","MUX5590","RNA0159L6","LNA036","V2","PB","P1",23,"smartseq","nd","cluster1_2_4","IgG"
"RHB5457","RHB5457","MUX5590","RNA0159L6","LNA036","V2","PB","P1",24,"smartseq","nd","cluster1_2_4","IgG"
"RHB5458","RHB5458","MUX5590","RNA0159L6","LNA036","V2","PB","P1",25,"smartseq","nd","cluster1_2_4","IgG"
"RHB5459","RHB5459","MUX5590","RNA0159L6","LNA036","V2","PB","P1",26,"smartseq","nd","cluster1_2_4","IgG"
"RHB5460","RHB5460","MUX5590","RNA0159L6","LNA036","V2","PB","P1",27,"smartseq","nd","cluster1_2_4","IgG"
"RHB5461","RHB5461","MUX5590","RNA0159L6","LNA036","V2","PB","P1",28,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB5462","RHB5462","MUX5590","RNA0159L6","LNA036","V2","PB","P1",29,"smartseq","nd","cluster1_2_4","IgG"
"RHB5463","RHB5463","MUX5590","RNA0159L6","LNA036","V2","PB","P1",30,"smartseq","1","cluster1_2_4","IgG"
"RHB5464","RHB5464","MUX5590","RNA0159L6","LNA036","V2","PB","P1",31,"smartseq","nd","cluster1_2_4","IgG"
"RHB5465","RHB5465","MUX5590","RNA0159L6","LNA036","V2","PB","P1",32,"smartseq","1","cluster1_2_4","IgG"
"RHB5466","RHB5466","MUX5590","RNA0159L6","LNA036","V2","PB","P1",33,"smartseq","nd","cluster_3","IgG"
"RHB5467","RHB5467","MUX5590","RNA0159L6","LNA036","V2","PB","P1",34,"smartseq","nd","cluster1_2_4","IgG"
"RHB5468","RHB5468","MUX5590","RNA0159L6","LNA036","V2","PB","P1",35,"smartseq","nd","cluster1_2_4","IgG"
"RHB5469","RHB5469","MUX5590","RNA0159L6","LNA036","V2","PB","P1",36,"smartseq","1","cluster1_2_4","IgG"
"RHB5470","RHB5470","MUX5590","RNA0159L6","LNA036","V2","PB","P1",37,"smartseq","nd","cluster1_2_4","IgA"
"RHB5471","RHB5471","MUX5590","RNA0159L6","LNA036","V2","PB","P1",38,"smartseq","nd","cluster1_2_4","IgG"
"RHB5472","RHB5472","MUX5590","RNA0159L6","LNA036","V2","PB","P1",39,"smartseq","nd","cluster1_2_4","IgG"
"RHB5473","RHB5473","MUX5590","RNA0159L6","LNA036","V2","PB","P1",40,"smartseq","nd","cluster1_2_4","IgG"
"RHB5474","RHB5474","MUX5590","RNA0159L6","LNA036","V2","PB","P1",41,"smartseq","0","cluster1_2_4","IgG"
"RHB5475","RHB5475","MUX5590","RNA0159L6","LNA036","V2","PB","P1",42,"smartseq","nd","cluster1_2_4","IgG"
"RHB5476","RHB5476","MUX5590","RNA0159L6","LNA036","V2","PB","P1",43,"smartseq","nd","cluster1_2_4","IgG"
"RHB5477","RHB5477","MUX5590","RNA0159L6","LNA036","V2","PB","P1",44,"smartseq","1","cluster_3","IgG"
"RHB5478","RHB5478","MUX5590","RNA0159L6","LNA036","V2","PB","P1",45,"smartseq","nd","cluster1_2_4","IgG"
"RHB5479","RHB5479","MUX5590","RNA0159L6","LNA036","V2","PB","P1",46,"smartseq","nd","cluster_3","IgG"
"RHB5480","RHB5480","MUX5590","RNA0159L6","LNA036","V2","PB","P1",47,"smartseq","1","cluster_3","IgG"
"RHB5481","RHB5481","MUX5590","RNA0159L6","LNA036","V2","PB","P1",48,"smartseq","nd","cluster_3","IgG"
"RHB5482","RHB5482","MUX5590","RNA0159L6","LNA036","V2","PB","P1",49,"smartseq","nd","cluster1_2_4","IgG"
"RHB5483","RHB5483","MUX5590","RNA0159L6","LNA036","V2","PB","P1",50,"smartseq","nd","cluster1_2_4","IgG"
"RHB5484","RHB5484","MUX5590","RNA0159L6","LNA036","V2","PB","P1",51,"smartseq","nd","cluster1_2_4","IgG"
"RHB5485","RHB5485","MUX5590","RNA0159L6","LNA036","V2","PB","P1",52,"smartseq","nd","cluster1_2_4","IgA"
