"","x"
"811_CREB3L3",NA
"812_PIGV",0.116325376673846
"813_PTPRU",0.147858808397429
"814_SNRNP40",0.0101492980609476
"815_RIMBP2",NA
"816_COL11A1",NA
"817_QSER1",0.4297560755543
"818_MPC1",0.204913388600739
"819_ACAA1",0.335131591212792
"820_BCAT1",0.0728348129598569
"821_HDAC7",0.855932386730393
"822_LZTS1",0.23842184384179
"823_PRDM6",NA
"824_WNT8A",NA
"825_SPAG4",0.359145199398845
"826_NCKAP1",0.338522141643056
"827_MRPS35",0.629219288233018
"828_GUCY1B1",NA
"829_SFSWAP",0.300368691786863
"830_TNK2",0.428368215134271
"831_MON2",0.985314875240011
"832_CDH3",0.506840387669432
"833_ARSF",NA
"834_GPBP1",0.0337669774270248
"835_DGAT2",0.901045563062416
"836_ZNF112",NA
"837_CS",0.643380409958124
"838_LTK",0.34070814069189
"839_MRPS24",0.177485025458703
"840_ELMO2",0.435138979161935
"841_WAPL",0.574168103180045
"842_VMP1",0.55967549579363
"843_APPBP2",0.519321140709782
"844_POLD1",0.324350025109667
"845_SEZ6",0.509431083384538
"846_EIF4B",0.0460711600165947
"847_SLC6A16",0.34070814069189
"848_BICRA",NA
"849_SPHK2",0.751045708056171
"850_RPL18",0.00421676853597439
"851_CA11",0.964472418409369
"852_ISOC2",0.883924032240242
"853_U2AF2",0.164449894232736
"854_EPN1",0.322691065255027
"855_MED29",0.44491502992643
"856_AHRR",NA
"857_GSC2",NA
"858_ZNF275",0.794900346056306
"859_MTMR1",0.647197873769112
"860_GPC1",0.596586953904718
"861_ADCK1",0.927057838372164
"862_HAGH",0.75286538253731
"863_RNF4",0.678854771405868
"864_CASP8",0.254835605450892
"865_LIMCH1",NA
"866_INTS13",0.219543355644325
"867_TM7SF3",0.293316250604974
"868_DLX3",NA
"869_SPA17",0.719404545967282
"870_TSPAN32",0.0558992441058914
"871_CCN5",0.23842184384179
"872_DMRT3",NA
