CellID,initial_size_spliced,initial_size_unspliced,initial_size,n_counts,velocity_self_transition,louvain,velocity_length,velocity_confidence,velocity_confidence_transition,root_cells,end_points,velocity_pseudotime
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_A04.out.bam,1389844,32486,1389844.0,933957.8,0.38962063,2,4756.57,0.9890734553337097,0.38529217,0.0,0.0004901817942571621,0.1089429259300232
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_A05.out.bam,1853363,146272,1853363.0,997563.56,0.6508363,0,715.05,0.5645124316215515,0.14399439,0.0,0.7376850455065337,0.9687466621398926
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_A06.out.bam,777912,44028,777912.0,985059.6,0.28145695,1,4410.73,0.802207350730896,0.34602663,0.0,0.023961773843117273,0.24785828590393066
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_B02.out.bam,1281603,262330,1281603.0,967043.94,0.57259226,0,593.04,0.3078829348087311,0.23192902,0.0,0.7443751444573748,0.9817932844161987
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_B06.out.bam,319216,46405,319216.0,981589.56,0.65887177,0,627.29,0.47476449608802795,0.16504817,0.0,0.8102383757399914,0.9902672171592712
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_B07.out.bam,1666149,68895,1666149.0,993210.7,0.18231612,3,4638.38,0.6969226598739624,0.68523186,0.0,0.03658620814188148,0.31382375955581665
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_B08.out.bam,1259232,44971,1259232.0,953154.9,0.28279305,2,3827.4,0.9947978854179382,0.5244496,0.0,0.0011964333001650968,0.1369767189025879
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_C02.out.bam,1441273,355008,1441273.0,992085.5,0.6269589,0,944.61,0.23892182111740112,0.1991318,0.0,0.5517381610780471,0.9914637804031372
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_C04.out.bam,1421586,41253,1421586.0,933057.5,0.50386345,3,701.01,0.21006521582603455,0.20348279,0.0,0.04734102239447394,0.39642518758773804
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_C07.out.bam,1000597,73361,1000597.0,1003266.06,0.6064826,0,695.24,0.4313628375530243,0.1533309,0.0,0.5089917019486722,0.978586733341217
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_D02.out.bam,638662,63647,638662.0,1018397.44,0.6294839,0,823.06,0.5182929635047913,0.2137496,0.0,0.8405775671468521,0.9771018028259277
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_D03.out.bam,921505,43291,921505.0,931417.44,0.19675535,3,8864.35,0.9238024950027466,0.70500946,0.0,0.01954125765390323,0.311126172542572
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_D05.out.bam,1146297,264115,1146297.0,1014205.7,0.60439163,0,719.8,0.2759227156639099,0.2101936,0.0,0.7102914979117301,0.9723518490791321
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_D07.out.bam,1049226,42516,1049226.0,1004305.7,0.05100131,1,6408.47,0.9953538179397583,0.8205709,0.0,0.009746290835062836,0.25629091262817383
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_E01.out.bam,1790074,104369,1790074.0,980845.9,0.61677563,3,4713.7,0.7184576392173767,0.035633653,0.0,0.018319743737286103,0.2601839303970337
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_E02.out.bam,921962,65815,921962.0,994096.7,0.28915775,3,5908.31,0.8514325618743896,0.25306946,0.0,0.017449714456447406,0.3042749762535095
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_E03.out.bam,974655,46602,974655.0,985183.06,0.06339002,1,8877.08,0.9922875761985779,0.8187069,0.0,0.016249760088955827,0.28854119777679443
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_E06.out.bam,987652,132793,987652.0,967256.44,0.5462265,0,627.79,0.4393730163574219,0.24543169,0.0,0.5331964210082875,0.9805360436439514
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_F01.out.bam,1410517,157706,1410517.0,989094.7,0.65782315,0,773.7,0.4921645224094391,0.17874663,0.0,0.8348188577094355,0.977566659450531
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_F02.out.bam,993424,99660,993424.0,982586.6,0.51189387,0,614.2,0.28788745403289795,0.25301847,0.0,0.8422424347818267,0.9759602546691895
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_F07.out.bam,1465833,329119,1465833.0,998658.8,0.59989136,0,558.18,0.3804241418838501,0.17821452,0.0,0.8233234664711482,0.9871179461479187
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_G07.out.bam,2862137,234057,2862137.0,971558.56,0.56002414,0,716.61,0.4233521521091461,0.26215217,0.0,0.6198772224534143,0.9668275713920593
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_H01.out.bam,2048761,252911,2048761.0,988423.0,0.6290989,0,810.1,0.3883410692214966,0.24593231,0.0,0.5996970346697893,0.9764115810394287
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_H03.out.bam,2282739,257499,2282739.0,976797.1,0.6057867,0,786.03,0.34385010600090027,0.22545,0.0,0.3968701294231041,0.981162428855896
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_H05.out.bam,2294965,116637,2294965.0,981540.1,0.13500941,1,5135.31,0.9910045266151428,0.6206384,0.0,0.009147529258069192,0.23173755407333374
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_H07.out.bam,725112,41997,725112.0,966374.56,0.56508976,3,1786.66,0.19526830315589905,0.022959938,0.0,0.026558041727793816,0.3541477918624878
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_H08.out.bam,2177011,76613,2177011.0,963446.4,0.46167284,2,3973.5,0.9971916675567627,0.26873434,0.0,0.00022866239947469028,0.09349077939987183
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_I03.out.bam,1236653,102424,1236653.0,909556.7,0.23973328,1,2890.1,0.6593969464302063,0.6238285,0.0,0.018158098751657553,0.2919737696647644
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_I05.out.bam,1232982,98812,1232982.0,981456.5,0.50107473,3,6319.88,0.9817091822624207,0.141596,0.0,0.018591928328345667,0.239690899848938
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_I06.out.bam,1087230,106815,1087230.0,996242.9,0.6383065,0,584.3,0.5073524713516235,0.17034234,0.0,0.7479723493495878,0.9745285511016846
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_I07.out.bam,633009,38709,633009.0,981960.7,0.6116458,3,2661.76,0.6897227764129639,0.03567047,0.0,0.048999575671196394,0.30715322494506836
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_I08.out.bam,1228855,119866,1228855.0,975079.0,0.17565155,3,1378.15,0.626066267490387,0.3544593,0.0,0.017830666546814877,0.2967754006385803
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_J01.out.bam,1857797,112499,1857797.0,942263.3,0.6492053,3,5261.71,0.7892075777053833,0.028204346,0.0,0.023799029567796715,0.2595534324645996
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_J02.out.bam,610319,122726,610319.0,995117.56,0.60585266,0,666.81,0.4591522216796875,0.210517,0.0,0.7783219388644854,0.982827365398407
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_J04.out.bam,1207413,66925,1207413.0,975000.8,0.038355887,1,9967.77,0.9691745042800903,0.8386089,0.0,0.020244582889964783,0.3245299458503723
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_J05.out.bam,1647794,100240,1647794.0,995094.75,0.15146583,1,4363.4,0.9964023232460022,0.70699996,0.0,0.0033646509488431692,0.1847812533378601
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_J08.out.bam,527673,80299,527673.0,893507.2,0.0,3,771.63,0.0,0.84551644,0.0,0.048573052227232516,0.362227201461792
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_K01.out.bam,939066,40122,939066.0,949024.4,0.6775727,3,1433.24,0.17189839482307434,0.0947755,0.0,0.5000629937914284,0.6020461320877075
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_K02.out.bam,2368644,87094,2368644.0,969258.06,0.27267683,2,3541.43,0.9972004294395447,0.51259977,0.0,7.992492189957708e-05,0.1107746958732605
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_K03.out.bam,861984,60725,861984.0,996086.56,0.11904371,1,6954.04,0.9925956726074219,0.66331494,0.0,0.014099304631460908,0.27396005392074585
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_K05.out.bam,1245575,75634,1245575.0,967526.1,0.5928849,3,5511.89,0.9262449741363525,0.06462939,0.0,0.00997476912668013,0.3065018057823181
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_K07.out.bam,1957101,198579,1957101.0,987739.06,0.5957879,0,754.26,0.3464401066303253,0.2276597,0.0,0.4678717211257333,0.9790642261505127
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_L01.out.bam,2033545,410851,2033545.0,989329.5,0.57310355,0,711.02,0.47698116302490234,0.261065,0.0,0.6912853060472129,0.9864835143089294
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_L02.out.bam,990314,43535,990314.0,987309.4,0.19369835,1,8655.26,0.9893175959587097,0.34031433,0.0,0.015173876118064701,0.28368961811065674
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_L03.out.bam,711887,88027,711887.0,980610.4,0.5965438,0,701.77,0.4573648273944855,0.17892487,0.0,0.7267854763209893,0.9677461385726929
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_L04.out.bam,1240595,86472,1240595.0,976613.3,0.41514763,3,1516.52,0.18615902960300446,0.1325763,0.0,0.02269952323120856,0.3231983184814453
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_L07.out.bam,2491518,97029,2491518.0,975674.06,0.22700983,2,4391.61,0.9978770613670349,0.50058776,0.0,0.0003660280007028419,0.08176010847091675
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_M02.out.bam,669421,40677,669421.0,984804.44,0.5714367,0,866.13,0.18371213972568512,0.26531813,0.0,0.8144290279661297,0.9866165518760681
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_M04.out.bam,2245949,98021,2245949.0,978184.06,0.22899628,2,5465.27,0.9943677186965942,0.62812,0.0,0.003322858539826842,0.15670979022979736
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_M07.out.bam,1456036,259779,1456036.0,1003178.6,0.58842885,0,658.05,0.43683308362960815,0.21570309,0.0,0.7381107599482127,0.9854560494422913
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_M08.out.bam,1959642,106649,1959642.0,1002202.44,0.009958506,3,5787.98,0.9146097898483276,0.8249958,0.0,0.018771992443215608,0.278539776802063
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_N03.out.bam,1884523,256022,1884523.0,999186.4,0.6173441,0,849.25,0.3299451768398285,0.1885278,0.0,0.24773023679040787,0.9762765765190125
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_N06.out.bam,1841453,131118,1841453.0,997713.7,0.5651697,0,790.29,0.2984768748283386,0.25909615,0.0,0.3438187579654919,0.9769834876060486
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_O03.out.bam,1318964,33242,1318964.0,914799.4,0.49326086,2,4709.51,0.9973397850990295,0.27406132,0.0,0.00022539356560470524,0.06806832551956177
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_O05.out.bam,1304820,91641,1304820.0,942471.44,0.30526263,2,5729.2,0.9926853179931641,0.4697568,0.0,0.005602100994757709,0.15959298610687256
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_O06.out.bam,1856932,199515,1856932.0,987882.7,0.4938363,0,637.92,0.2781265377998352,0.33964628,0.0,0.5617340258835908,0.9744518399238586
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_O07.out.bam,1050630,85459,1050630.0,979771.7,0.5226027,3,1818.64,0.2106781005859375,0.109619856,0.0,0.025898206181460184,0.31978797912597656
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_P01.out.bam,492134,19868,492134.0,1025772.5,0.009192646,3,1971.06,0.45266786217689514,0.85815656,0.0,0.04533631147975082,0.34173423051834106
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_P04.out.bam,1144456,89073,1144456.0,1002174.5,0.66111565,0,661.36,0.4559180736541748,0.148875,0.0,0.6410115258325015,0.9608971476554871
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_P05.out.bam,1020060,60219,1020060.0,948678.4,0.27781504,1,3527.48,0.7312462329864502,0.43581268,0.0,0.0222054780919071,0.2767648696899414
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_P07.out.bam,694676,33810,694676.0,976425.8,0.19877118,1,6915.16,0.9952326416969299,0.6021531,0.0,0.009341206293859618,0.23752528429031372
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_P08.out.bam,1078093,138406,1078093.0,1015410.8,0.63448423,0,443.37,0.44728976488113403,0.19626373,0.0,0.9827740116577923,0.9908661842346191
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_A03.out.bam,881096,123204,881096.0,998572.6,0.51731634,0,747.75,0.3395967483520508,0.23107657,0.0,0.4896430381824269,0.9825478196144104
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_D01.out.bam,1515910,38059,1515910.0,994306.7,0.52055675,2,4238.5,0.997103750705719,0.16017804,0.0,0.00019976016537389906,0.057350993156433105
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_D02.out.bam,2083631,236299,2083631.0,978946.1,0.63240606,0,692.46,0.48954519629478455,0.15384936,0.0,0.18119255415054727,0.9715853929519653
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_E01.out.bam,2293438,109900,2293438.0,968093.75,0.441841,2,4628.29,0.9937230348587036,0.30528575,0.0,0.001233050940691372,0.06073284149169922
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_E02.out.bam,2374615,113530,2374615.0,975722.5,0.008404553,1,5073.52,0.9838841557502747,0.8602129,0.0,0.002101785186522077,0.17677003145217896
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_E03.out.bam,984478,187897,984478.0,978596.44,0.50311255,0,836.83,0.35006001591682434,0.26277998,0.0,0.5699639294342667,0.9790759682655334
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_H02.out.bam,843277,46907,843277.0,973697.25,0.039955437,1,4143.04,0.8405748009681702,0.87921345,0.0,0.010341742884621091,0.25480276346206665
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_I01.out.bam,2032992,115893,2032992.0,973865.5,0.14670789,1,5710.9,0.9890304803848267,0.6603622,0.0,0.005708612801307797,0.15878719091415405
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_I02.out.bam,1775731,113909,1775731.0,948601.5,0.14194727,1,5550.01,0.9897933006286621,0.64399445,0.0,0.006018649014008877,0.18347012996673584
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_J01.out.bam,2469694,428652,2469694.0,982955.5,0.6466136,0,572.43,0.34684622287750244,0.15964855,0.0,0.2823639408298452,0.9410117864608765
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_J02.out.bam,2042499,84830,2042499.0,941563.94,0.17896307,1,3997.88,0.9920539855957031,0.6943289,0.0,0.004105031958569214,0.2191627025604248
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_K01.out.bam,751582,52641,751582.0,987546.1,0.49188015,3,6384.95,0.9261408448219299,0.17034355,0.0,0.016154272086222783,0.2687363624572754
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_L01.out.bam,2013561,324147,2013561.0,992723.0,0.632491,0,870.76,0.43542057275772095,0.16508046,0.0,0.32805939935605444,0.9784035682678223
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_L02.out.bam,1057577,30347,1057577.0,934051.9,0.098597825,2,4744.06,0.9781087040901184,0.710309,0.0,0.006339079938275834,0.11966627836227417
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_N02.out.bam,569531,48425,569531.0,983090.7,0.60321593,0,809.53,0.4169812798500061,0.25839803,0.0,0.21080764592033882,0.9725234508514404
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_P01.out.bam,215066,21101,215066.0,1006891.56,0.60115135,0,610.53,0.45071941614151,0.22304243,0.0,0.9307025951933761,0.9896944165229797
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_P02.out.bam,1368481,184732,1368481.0,1001900.1,0.51894444,0,710.05,0.26589149236679077,0.3223609,0.0,0.7539624138989457,0.9827924370765686
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_1_A12.out.bam,388082,33559,388082.0,993953.75,0.6460643,0,528.12,0.49279478192329407,0.17120132,0.0,0.9342387507578647,0.9850595593452454
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_1_D04.out.bam,248480,44070,248480.0,964866.56,0.5851518,0,594.77,0.5254563093185425,0.18874696,0.0,0.9883109380511872,0.9834336042404175
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_1_E04.out.bam,236627,18178,236627.0,971234.0,0.6783252,0,783.93,0.6004288196563721,0.12130206,0.0,0.845983890643634,0.979997992515564
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_1_F09.out.bam,897424,110053,897424.0,974222.7,0.5249993,0,658.78,0.37488314509391785,0.26077467,0.0,0.9281034737984681,0.9802736639976501
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_1_H07.out.bam,2200191,113251,2200191.0,948808.9,0.5254717,3,869.94,0.0,0.10127178,0.0,0.02901271353755773,0.3827705383300781
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_1_K08.out.bam,1603668,184807,1603668.0,952423.25,0.6317148,0,683.5,0.546595573425293,0.17494331,0.0,0.945785893145013,0.990426242351532
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_1_K12.out.bam,338202,30604,338202.0,983839.06,0.5215604,0,651.63,0.5827687978744507,0.29293638,0.0,0.9741027495581753,0.9858653545379639
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_2_A02.out.bam,1562057,215919,1562057.0,940400.2,0.6429876,0,663.71,0.6224879622459412,0.16109112,0.0,0.9814375880763317,0.9809064269065857
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_2_O04.out.bam,549047,58803,549047.0,961781.56,0.3861831,3,2791.07,0.7958657741546631,0.11225301,0.0,0.01251267343464941,0.30553877353668213
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_A04.out.bam,1367913,149551,1367913.0,955290.8,0.4996151,0,720.5,0.5271407961845398,0.3061079,0.0,0.8494106008608246,0.9363837242126465
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_B12.out.bam,1685367,168366,1685367.0,946114.6,0.5697783,0,972.43,0.570524275302887,0.25923747,0.0,0.8033790505428322,0.9692248106002808
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_E08.out.bam,1391901,202156,1391901.0,979118.75,0.6067549,0,508.04,0.3676147758960724,0.20474307,0.0,0.42769462861541707,0.9700549840927124
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_G04.out.bam,1602559,201009,1602559.0,971839.25,0.6296835,0,711.25,0.596188485622406,0.16063873,0.0,0.7945682608967664,0.9884514212608337
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_G07.out.bam,1228746,161714,1228746.0,967911.94,0.5476899,0,731.89,0.3428359925746918,0.24010304,0.0,0.8959609706423649,0.9889287948608398
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_H04.out.bam,835216,114429,835216.0,974085.1,0.6274087,0,845.09,0.5392271280288696,0.19871604,0.0,0.9053904220193856,1.0
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_I02.out.bam,1124783,244205,1124783.0,942290.3,0.6142634,0,949.77,0.5531628727912903,0.19166538,0.0,0.8491331576666331,0.9821511507034302
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_I07.out.bam,1299986,233533,1299986.0,953796.56,0.56540823,0,610.71,0.6221727728843689,0.3214424,0.0,0.9732947618797196,0.9657579064369202
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_K02.out.bam,887336,116635,887336.0,964798.56,0.6363527,0,681.3,0.475970983505249,0.20491907,0.0,0.8840742118158922,0.9899366497993469
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_K06.out.bam,1502971,183730,1502971.0,969835.44,0.5523931,0,701.17,0.6156806945800781,0.23269366,0.0,0.9473479497234751,0.987224280834198
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_K11.out.bam,1283009,121752,1283009.0,944519.56,0.6310519,0,632.93,0.6689782738685608,0.24141458,0.0,0.9664124330515346,0.9816548228263855
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_A03.out.bam,1657620,286175,1657620.0,955274.25,0.5086867,0,670.0,0.37200814485549927,0.22137637,0.0,0.2846159014037528,0.9163816571235657
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_A05.out.bam,500915,48976,500915.0,781414.7,0.3759614,3,1834.16,0.3604638874530792,0.3288432,0.0,0.04651721116709439,0.30627912282943726
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_A06.out.bam,1135557,103530,1135557.0,877731.2,0.60755014,0,655.22,0.6482813358306885,0.24139123,0.0,0.9906609996099451,0.9843907952308655
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_B01.out.bam,1210694,268249,1210694.0,919497.2,0.5562538,0,703.11,0.5318910479545593,0.25104722,0.0,0.8837997747458537,0.9807348847389221
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_B05.out.bam,708506,65327,708506.0,890848.06,0.13344443,3,1246.78,0.4508606195449829,0.7522658,0.0,0.07677705714636511,0.3767856955528259
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_B06.out.bam,1574130,153039,1574130.0,930198.1,0.71900636,0,560.91,0.5771082043647766,0.108033694,0.0,1.0,0.977364182472229
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_C01.out.bam,1464380,240785,1464380.0,962738.75,0.52956593,0,796.2,0.5663104057312012,0.3423363,0.0,0.8161096570332237,0.9875600934028625
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_C03.out.bam,1506596,144792,1506596.0,898623.25,0.6299658,0,513.38,0.5217089056968689,0.18522741,0.0,0.9878100543068109,0.9433194398880005
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_C05.out.bam,406286,51324,406286.0,952661.7,0.27899885,3,4002.21,0.05441901832818985,0.5545386,0.0,0.15131635834857676,0.6119332313537598
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_C06.out.bam,310210,31696,310210.0,920109.25,0.47584262,3,1260.1,0.0,0.2398004,0.0,0.049303111368576395,0.3943355679512024
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D01.out.bam,1454069,268530,1454069.0,923540.75,0.52923584,0,665.7,0.4237903654575348,0.31804737,0.0,0.9253262378364998,0.9870294332504272
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D02.out.bam,1277027,148921,1277027.0,893559.06,0.559929,0,640.49,0.5174691677093506,0.23754647,0.0,0.8700865257870497,0.9773057699203491
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D03.out.bam,1378317,176273,1378317.0,954893.8,0.556203,0,523.71,0.3791782855987549,0.29579362,0.0,0.7511705247474936,0.9846727848052979
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D04.out.bam,787816,50134,787816.0,909936.7,0.19961351,3,4673.63,0.7806567549705505,0.7311053,0.0,0.027268084754524486,0.3045493960380554
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D05.out.bam,1153733,93468,1153733.0,906840.1,0.48614302,0,741.63,0.5159821510314941,0.29098678,0.0,0.9359204109539565,0.978983998298645
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D06.out.bam,1669509,182000,1669509.0,934007.5,0.6452595,0,728.24,0.5392642617225647,0.2002042,0.0,0.9658030240163354,0.986620306968689
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_E01.out.bam,368485,36800,368485.0,977400.06,0.53900015,3,3671.41,0.8116899132728577,0.021361522,0.0,0.019063919371427037,0.2961243987083435
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_E03.out.bam,1119264,163634,1119264.0,960477.94,0.5964789,0,699.66,0.5376477837562561,0.20323595,0.0,0.8028250352986476,0.9858177900314331
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_E05.out.bam,829870,85985,829870.0,943028.94,0.68337333,3,464.55,0.0,0.060569525,0.0,0.023173882932080468,0.3688317537307739
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_G02.out.bam,975646,76686,975646.0,929771.44,0.61495215,0,650.37,0.5123353600502014,0.17341131,0.0,0.6597905745731533,0.9804327487945557
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_G03.out.bam,1824815,218152,1824815.0,937772.0,0.64414555,0,760.77,0.4997082054615021,0.20134883,0.0,0.8105292435851477,0.9830768704414368
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_G04.out.bam,1369801,193645,1369801.0,943806.56,0.5355377,0,557.34,0.35530269145965576,0.32316586,0.0,0.8032968810534493,0.9870162010192871
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_G05.out.bam,502712,49686,502712.0,977573.9,0.50811887,0,700.93,0.35499757528305054,0.3605825,0.0,0.9122070462974486,0.9762362837791443
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_H01.out.bam,1103909,417769,1103909.0,932515.9,0.5767727,0,676.86,0.5115165710449219,0.24012758,0.0,1.0,0.9809777140617371
